permno,date,RET,PRC,SHROUT
13304,199411,0.062992,16.875,26114
13304,199412,0.140741,19.25,26197
13304,199501,-0.022727,18.8125,26197
13304,199502,0.086379,20.4375,26197
13304,199503,-0.051988,19.375,26330
13304,199504,0.090323,21.125,26330
13304,199505,0.065089,22.5,26330
13304,199506,0.116667,25.125,26505
13304,199507,0,25.125,26505
13304,199508,0.014925,25.5,26505
13304,199509,0.04902,26.75,26543
13304,199510,0.079439,28.875,26543
13304,199511,0.030303,29.75,26543
13304,199512,0.008403,30,26543
13304,199601,0.06875,21.375,39815
13304,199602,0.122807,24,39815
13304,199603,0.0625,25.5,40663
13304,199604,0.044118,26.625,40663
13304,199605,0.070423,28.5,40663
13304,199606,0.026316,29.25,40650
13304,199607,-0.239316,22.25,40650
13304,199608,0.140449,25.375,40650
13304,199609,0.103448,28,40794
13304,199610,0.129464,31.625,40794
13304,199611,0.124506,35.5625,40794
13304,199612,-0.311072,24.5,40939
13304,199701,-0.107143,21.875,40939
13304,199702,-0.2,17.5,40939
13304,199703,0.257143,22,41330
13304,199704,0.125,24.75,41330
13304,199705,0.045455,25.875,41330
13304,199706,0.033816,26.75,41389
13304,199707,-0.03972,25.6875,41389
13304,199708,-0.026764,25,41389
13304,199709,-0.235,19.125,41450
13304,199710,0.130719,21.625,41450
13304,199711,0.078035,23.3125,41450
13304,199712,-0.163539,19.5,41544
13304,199801,0.160256,22.625,41544
13304,199802,0.154696,26.125,41544
13304,199803,0.052632,27.5,42268
13304,199804,0.052273,28.9375,42268
13304,199805,-0.062635,27.125,42268
13304,199806,0.103687,29.9375,42464
13304,199807,0.002088,30,42464
13304,199808,-0.108333,26.75,42464
13304,199809,0.023364,27.375,41979
13304,199810,0.121005,30.6875,41979
13304,199811,-0.038697,29.5,41979
13304,199812,0.355932,40,42514
13304,199901,-0.082813,36.6875,42514
13304,199902,-0.09029,33.375,42514
13304,199903,0.022472,34.125,42514
13304,199904,0.007326,34.375,42514
13304,199905,-0.076364,31.75,42514
13304,199906,0.009843,32.0625,42514
13304,199907,-0.079922,29.5,42514
13304,199908,-0.029661,28.625,42514
13304,199909,-0.103712,25.65625,42514
13304,199910,0.008526,25.875,42514
13304,199911,0.135266,29.375,40858
13304,199912,0.068085,31.375,41018
13304,200001,-0.01992,30.75,41018
13304,200002,0.034553,31.8125,41018
13304,200003,0.37721,43.8125,41539
13304,200004,-0.155492,37,41539
13304,200005,0.011824,37.4375,41578
13304,200006,-0.123122,32.82813,41644
13304,200007,-0.236554,25.0625,41644
13304,200008,-0.254364,18.6875,41655
13304,200009,-0.080268,17.1875,41467
13304,200010,0.258182,21.625,41467
13304,200011,-0.144509,18.5,41501
13304,200012,0.070946,19.8125,41528
13304,200101,0.138801,22.5625,41528
13304,200102,-0.019391,22.125,41528
13304,200103,-0.172316,18.3125,41602
13304,200104,0.149488,21.05,41607
13304,200105,0.109739,23.36,41607
13304,200106,0.010274,23.6,41681
13304,200107,-0.211441,18.61,41681
13304,200108,-0.051048,17.66,41682
13304,200109,-0.319932,12.01,41685
13304,200110,0.097419,13.18,41685
13304,200111,0.16085,15.3,41686
13304,200112,0.181699,18.08,41698
13304,200201,0.097345,19.84,41698
13304,200202,-0.065524,18.54,41698
13304,200203,0.007605,18.681,41878
13304,200204,0.224774,22.88,41908
13304,200205,-0.086976,20.89,41860
13304,200206,-0.085208,19.11,42160
13304,200207,-0.290947,13.55,42160
13304,200208,0.107011,15,42135
13304,200209,-0.151333,12.73,42208
13304,200210,-0.055774,12.02,42208
13304,200211,0.145591,13.77,42266
13304,200212,-0.129267,11.99,42324
13304,200301,-0.070058,11.15,42324
13304,200302,-0.049327,10.6,42324
13304,200303,0.139623,12.08,42250
13304,200304,0.020695,12.33,42209
13304,200305,0.104623,13.62,42209
13304,200306,0.050661,14.31,42259
13304,200307,0.014675,14.52,42344
13304,200308,-0.012397,14.34,42344
13304,200309,-0.106695,12.81,42352
13304,200310,0.148322,14.71,42399
13304,200311,0.014276,14.92,42399
13304,200312,0.010724,15.08,42626
13304,200401,0.099469,16.58,42626
13304,200402,-0.077805,15.29,42626
13304,200403,0.254415,19.18,42717
13304,200404,0.006778,19.31,42717
13304,200405,,,42717
14008,198401,0.068966,7.75,10735
14008,198402,-0.225806,6,10735
14008,198403,0,6,10757
14008,198404,-0.104167,5.375,10757
14008,198405,0,5.375,10757
14008,198406,0.069767,5.75,10772
14008,198407,-0.173913,4.75,10772
14008,198408,0.078947,5.125,10772
14008,198409,-0.02439,5,10778
14008,198410,-0.1,4.5,10778
14008,198411,-0.027778,4.375,10778
14008,198412,0.142857,5,10806
14008,198501,0.4,7,10806
14008,198502,-0.214286,5.5,10806
14008,198503,0,5.5,10866
14008,198504,0.113636,6.125,10866
14008,198505,0.265306,7.75,10866
14008,198506,0.032258,8,10883
14008,198507,-0.09375,7.25,10883
14008,198508,0.051724,7.625,10883
14008,198509,0.04918,8,10902
14008,198510,0.3125,10.5,10902
14008,198511,0.071429,11.25,10902
14008,198512,0.2,13.5,10974
14008,198601,0.055556,14.25,10974
14008,198602,0.052632,15,10974
14008,198603,0.233333,18.5,13976
14008,198604,0.114865,20.625,13976
14008,198605,0.248485,25.75,13976
14008,198606,-0.033981,24.875,14080
14008,198607,-0.100503,22.375,14080
14008,198608,-0.027933,21.75,14080
14008,198609,-0.189655,17.625,14158
14008,198610,0.283688,22.625,14158
14008,198611,0.055249,23.875,14158
14008,198612,-0.073298,22.125,14197
14008,198701,0.180791,26.125,14197
14008,198702,0.440191,37.625,14197
14008,198703,0.023256,38.5,14262
14008,198704,0.032468,39.75,14262
14008,198705,0.022013,40.625,14262
14008,198706,-0.058462,38.25,16591
14008,198707,-0.222222,29.75,16591
14008,198708,0.07563,32,16591
14008,198709,0.023438,32.75,16636
14008,198710,-0.183206,26.75,16636
14008,198711,-0.205607,21.25,16636
14008,198712,0.458824,31,16667
14008,198801,0.048387,32.5,16667
14008,198802,0.023077,33.25,16667
14008,198803,-0.030075,32.25,16691
14008,198804,-0.093023,29.25,16691
14008,198805,-0.034188,28.25,16691
14008,198806,-0.044248,27,16716
14008,198807,0.055556,28.5,16716
14008,198808,0.105263,31.5,16716
14008,198809,0.039683,32.75,16768
14008,198810,-0.030534,31.75,16768
14008,198811,-0.007874,31.5,16768
14008,198812,0.071429,33.75,16897
14008,198901,0.118519,37.75,16897
14008,198902,0,37.75,16897
14008,198903,0.086093,41,16985
14008,198904,-0.02439,40,16985
14008,198905,0.003125,40.125,16985
14008,198906,0.077882,43.25,17041
14008,198907,0.00578,43.5,17041
14008,198908,-0.103448,39,17041
14008,198909,0.076923,42,17137
14008,198910,0.369048,57.5,17137
14008,198911,-0.026087,56,17137
14008,198912,-0.125,49,17261
14008,199001,-0.045918,46.75,17261
14008,199002,0.229947,57.5,17261
14008,199003,0.073913,61.75,34867
14008,199004,0.036437,64,34867
14008,199005,0.095703,70.125,34867
14008,199006,0.108734,77.75,35611
14008,199007,0.109325,86.25,35611
14008,199008,0.049275,45.25,71222
14008,199009,-0.01105,44.75,39156
14008,199010,0.055866,47.25,39156
14008,199011,0.227513,58,39156
14008,199012,0.073276,62.25,40071
14008,199101,0.184739,73.75,40071
14008,199102,0.237288,91.25,40071
14008,199103,0.438356,131.25,42220
14008,199104,-0.034286,126.75,42220
14008,199105,-0.035503,122.25,42220
14008,199106,-0.035787,117.875,42220
14008,199107,0.255567,148,42220
14008,199108,0.079392,159.75,42220
14008,199109,0.037559,55.25,130486
14008,199110,0.085973,60,130486
14008,199111,-0.066667,56,130486
14008,199112,0.352679,75.75,131864
14008,199201,-0.069307,70.5,131864
14008,199202,-0.074468,65.25,131864
14008,199203,-0.042146,62.5,133296
14008,199204,-0.104,56,133296
14008,199205,0.089286,61,133296
14008,199206,-0.002049,60.875,134669
14008,199207,0.075975,65.5,134669
14008,199208,-0.032443,63.375,134669
14008,199209,-0.009862,62.75,135241
14008,199210,0.063745,66.75,135241
14008,199211,0.149813,76.75,135241
14008,199212,-0.079805,70.625,136321
14008,199301,-0.122124,62,136321
14008,199302,-0.415323,36.25,136321
14008,199303,0.041379,37.75,135991
14008,199304,0.059603,40,135991
14008,199305,-0.1125,35.5,135991
14008,199306,0.028169,36.5,135031
14008,199307,-0.041096,35,135031
14008,199308,0.057143,37,135031
14008,199309,0.043919,38.625,134058
14008,199310,0.18123,45.625,134058
14008,199311,-0.008219,45.25,134058
14008,199312,0.093923,49.5,134214
14008,199401,-0.015152,48.75,134485
14008,199402,-0.14359,41.75,134485
14008,199403,-0.083832,38.25,133009
14008,199404,0.058824,40.5,133009
14008,199405,0.149691,46.5625,133009
14008,199406,-0.079195,42.875,133416
14008,199407,0.158892,49.6875,133416
14008,199408,0.061635,52.75,133416
14008,199409,0.009479,53.25,132910
14008,199410,0.046948,55.75,132910
14008,199411,0.047085,58.375,132910
14008,199412,0.010707,59,132328
14008,199501,0.07839,63.625,132328
14008,199502,0.084479,69,132328
14008,199503,-0.023551,67.375,132344
14008,199504,0.07885,72.6875,132344
14008,199505,-0.00258,72.5,132344
14008,199506,0.109483,80.4375,132344
14008,199507,0.058275,85.125,132344
14008,199508,0.124816,47.875,264688
14008,199509,0.041775,49.875,266000
14008,199510,-0.037594,48,266000
14008,199511,0.033854,49.625,266000
14008,199512,0.196474,59.375,265700
14008,199601,0.012632,60.125,265700
14008,199602,-0.006237,59.75,265700
14008,199603,-0.027197,58.125,265800
14008,199604,-0.010753,57.5,265800
14008,199605,0.034783,59.5,265800
14008,199606,-0.092437,54,264700
14008,199607,0.011574,54.625,264700
14008,199608,0.066362,58.25,264700
14008,199609,0.083691,63.125,264454
14008,199610,-0.028713,61.3125,264454
14008,199611,-0.007136,60.875,264454
14008,199612,-0.106776,54.375,264700
14008,199701,0.036782,56.375,264700
14008,199702,0.084257,61.125,264700
14008,199703,-0.08589,55.875,264900
14008,199704,0.053691,58.875,264900
14008,199705,0.135881,66.875,264900
14008,199706,-0.130841,58.125,265136
14008,199707,0.011828,58.8125,265136
14008,199708,-0.157279,49.5625,265136
14008,199709,-0.032787,47.9375,263200
14008,199710,0.027379,49.25,263200
14008,199711,0.038071,51.125,263200
14008,199712,0.05868,54.125,258300
14008,199801,-0.076212,50,258300
14008,199802,0.0625,53.125,258300
14008,199803,0.145882,60.875,254070
14008,199804,-0.020534,59.625,254070
14008,199805,0.014675,60.5,254070
14008,199806,0.080579,65.375,253927
14008,199807,0.123327,73.4375,253927
14008,199808,-0.171064,60.875,253927
14008,199809,0.241273,75.5625,254512
14008,199810,0.039702,78.5625,254512
14008,199811,-0.042164,75.25,254512
14008,199812,0.389535,104.5625,254512
14008,199901,0.222355,127.8125,254512
14008,199902,-0.022983,124.875,254512
14008,199903,0.199199,74.875,509024
14008,199904,-0.179466,61.4375,509024
14008,199905,0.029502,63.25,509024
14008,199906,-0.037549,60.875,509024
14008,199907,0.262834,76.875,509024
14008,199908,0.082114,83.1875,509024
14008,199909,-0.020286,81.5,509024
14008,199910,-0.021472,79.75,509024
14008,199911,0.142633,45.5625,1018048
14008,199912,0.318244,60.0625,1018048
14008,200001,0.060354,63.6875,1018048
14008,200002,0.070658,68.1875,1018048
14008,200003,-0.099908,61.375,1026769
14008,200004,-0.087576,56,1026769
14008,200005,0.136161,63.625,1026769
14008,200006,0.104126,70.25,1028267
14008,200007,-0.075623,64.9375,1028267
14008,200008,0.167469,75.8125,1028267
14008,200009,-0.078937,69.82813,1032982
14008,200010,-0.170284,57.9375,1032982
14008,200011,0.098166,63.625,1032982
14008,200012,0.004912,63.9375,1037400
14008,200101,0.099707,70.3125,1037400
14008,200102,0.024889,72.0625,1041538
14008,200103,-0.164788,60.1875,1043163
14008,200104,0.015826,61.14,1043163
14008,200105,0.085705,66.38,1043163
14008,200106,-0.085869,60.68,1047141
14008,200107,0.033454,62.71,1047141
14008,200108,0.025355,64.3,1047141
14008,200109,-0.086003,58.77,1045511
14008,200110,-0.03318,56.82,1045511
14008,200111,0.169131,66.43,1045511
14008,200112,-0.150384,56.44,1045800
14008,200201,-0.016655,55.5,1045800
14008,200202,0.044685,57.98,1047800
14008,200203,0.02932,59.68,1038989
14008,200204,-0.113941,52.88,1038989
14008,200205,-0.099281,47.63,1038989
14008,200206,-0.120722,41.88,1031000
14008,200207,0.08978,45.64,1278174
14008,200208,-0.013365,45.03,1278174
14008,200209,-0.073951,41.7,1282300
14008,200210,0.116547,46.56,1287066
14008,200211,0.013746,47.2,1287066
14008,200212,0.024153,48.34,1289100
14008,200301,0.054199,50.96,1289100
14008,200302,0.072214,54.64,1292333
14008,200303,0.053258,57.55,1288200
14008,200304,0.065161,61.3,1289517
14008,200305,0.056117,64.74,1289517
14008,200306,0.018536,65.94,1288700
14008,200307,0.052927,69.43,1290781
14008,200308,-0.050266,65.94,1290781
14008,200309,-0.021535,64.52,1289600
14008,200310,-0.042777,61.76,1289949
14008,200311,-0.067034,57.62,1289949
14008,200312,0.072371,61.79,1283700
14008,200401,0.046448,64.66,1283700
14008,200402,-0.017492,63.529,1280068
14008,200403,-0.08467,58.15,1277600
14008,200404,-0.029923,56.41,1271652
14008,200405,-0.030314,54.7,1271652
14008,200406,-0.002377,54.57,1265400
14008,200407,0.042331,56.88,1266017
14008,200408,0.04237,59.29,1266017
14008,200409,-0.041828,56.81,1270000
14008,200410,-0.000176,56.8,1270136
14008,200411,0.057042,60.04,1270136
14008,200412,0.068454,64.15,1260000
14008,200501,-0.029774,62.24,1260000
14008,200502,-0.010122,61.61,1252717
14008,200503,-0.055186,58.21,1237000
14008,200504,0,58.21,1237481
14008,200505,0.075073,62.58,1237481
14008,200506,-0.033877,60.46,1231000
14008,200507,0.319385,79.77,1233807
14008,200508,0.00163,79.9,1233807
14008,200509,-0.002879,79.67,1234000
14008,200510,-0.050835,75.62,1234320
14008,200511,0.070219,80.93,1234320
14008,200512,-0.025578,78.86,1224000
14008,200601,-0.075704,72.89,1226485
14008,200602,0.035533,75.48,1184634
14008,200603,-0.036169,72.75,1179161
14008,200604,-0.069416,67.7,1179216
14008,200605,-0.001625,67.59,1179216
14008,200606,-0.034916,65.23,1170000
14008,200607,0.06868,69.71,1170571
14008,200608,-0.0241,68.03,1170571
14008,200609,0.051448,71.53,1166000
14008,200610,0.061233,75.91,1166518
14008,200611,-0.064155,71.04,1166518
14008,200612,-0.038429,68.31,1166000
14008,200701,0.030157,70.37,1167459
14008,200702,-0.086827,64.26,1167044
14008,200703,-0.130408,55.88,1159000
14008,200704,0.147817,64.14,1159645
14008,200705,-0.119894,56.45,1159645
14008,200706,-0.020549,55.29,1089000
14008,200707,-0.028034,53.74,1089000
14008,200708,-0.067547,50.11,1086742
14008,200709,0.128916,56.57,1087000
14008,200710,0.027223,58.11,1087000
14008,200711,-0.049217,55.25,1087642
14008,200712,-0.159457,46.44,1087000
14008,200801,0.00323,46.59,1087000
14008,200802,-0.022966,45.52,1087628
14008,200803,-0.082162,41.78,1088000
14008,200804,0.002154,41.87,1088000
14008,200805,0.051588,44.03,1088696
14008,200806,0.071088,47.16,1057000
14008,200807,0.328032,62.63,1057000
14008,200808,0.003513,62.85,1058036
14008,200809,-0.056961,59.27,1059000
14008,200810,0.010461,59.89,1059521
14008,200811,-0.072633,55.54,1059521
14008,200812,0.039791,57.75,1047000
14008,200901,-0.050216,54.85,1047000
14008,200902,-0.107931,48.93,1033964
14008,200903,0.012058,49.52,1011000
14008,200904,-0.021204,48.47,1011000
14008,200905,0.030328,49.94,1012372
14008,200906,0.060072,52.94,1015000
14008,200907,0.176993,62.31,1015000
14008,200908,-0.040603,59.78,1015477
14008,200909,0.007528,60.23,1016000
14008,200910,-0.109746,53.62,1016000
14008,200911,0.050914,56.35,1012138
14008,200912,0.003904,56.57,995000
14526,198401,-0.009157,10.25,9848
14526,198402,0.012195,10.375,9848
14526,198403,-0.012048,10.25,9849
14526,198404,-0.134146,8.875,9849
14526,198405,-0.010704,8.75,9849
14526,198406,-0.057143,8.25,9855
14526,198407,0.060606,8.75,9855
14526,198408,0.103429,9.625,9925
14526,198409,-0.090909,8.75,9925
14526,198410,0.017714,8.875,9925
14526,198411,-0.098592,8,9925
14526,198412,0.109375,8.875,9925
14526,198501,0.169014,10.375,9925
14526,198502,-0.009157,10.25,9925
14526,198503,-0.121951,9,9931
14526,198504,-0.052222,8.5,9931
14526,198505,0.132353,9.625,9942
14526,198506,0.012987,9.75,9942
14526,198507,0.051282,10.25,9942
14526,198508,0.01561,10.375,9945
14526,198509,-0.060241,9.75,9945
14526,198510,0.025641,10,9945
14526,198511,0.2285,12.25,9951
14526,198512,0.040816,12.75,9951
14526,198601,0.117647,14.25,9951
14526,198602,-0.02386,13.875,9951
14526,198603,0.297297,18,9951
14526,198604,0.015833,18.25,9951
14526,198605,0.034247,18.875,9966
14526,198606,0.059603,20,9966
14526,198607,-0.1545,16.875,9966
14526,198608,0.125926,19,9966
14526,198609,-0.342105,9.375,13288
14526,198610,-0.12,8.25,13288
14526,198611,-0.011515,8.125,13350
14526,198612,0.046154,8.5,13350
14526,198701,0.147059,9.75,13350
14526,198702,0.067179,10.375,13362
14526,198703,-0.084337,9.5,13362
14526,198704,-0.039474,9.125,13362
14526,198705,0.058082,9.625,13366
14526,198706,0.051948,10.125,13366
14526,198707,0.049383,10.625,13366
14526,198708,0.073882,11.375,13348
14526,198709,0.032967,11.75,13348
14526,198710,-0.234043,9,13348
14526,198711,-0.037778,8.625,13357
14526,198712,0.15942,10,13357
14526,198801,0.0375,10.375,13357
14526,198802,0.111807,11.5,13349
14526,198803,-0.021739,11.25,13349
14526,198804,0.122222,12.625,13349
14526,198805,0.013069,12.75,13427
14526,198806,0.058824,13.5,13427
14526,198807,-0.027778,13.125,13427
14526,198808,-0.120762,11.5,13373
14526,198809,-0.01087,11.375,13373
14526,198810,-0.029451,11,13373
14526,198811,0.011364,11.125,13374
14526,198812,0.089888,12.125,13374
14526,198901,0.096082,13.25,13374
14526,198902,0.009434,13.375,13414
14526,198903,0.130841,15.125,13414
14526,198904,0,15.125,13414
14526,198905,0.003306,15.125,13414
14526,198906,0.016529,15.375,13417
14526,198907,0.186992,18.25,13417
14526,198908,-0.017808,17.875,13417
14526,198909,-0.006993,17.75,13426
14526,198910,-0.070423,16.5,13426
14526,198911,0.056061,17.375,13426
14526,198912,-0.107914,15.5,13476
14526,199001,-0.06129,14.5,13476
14526,199002,0.043103,15.125,13476
14526,199003,0.008264,15.25,13467
14526,199004,-0.057377,14.375,13467
14526,199005,0.238957,17.75,13467
14526,199006,0.007042,17.875,13603
14526,199007,0.013986,18.125,13603
14526,199008,-0.051862,17.125,13557
14526,199009,-0.153285,14.5,13557
14526,199010,0.124828,16.25,13557
14526,199011,0.069231,17.375,13479
14526,199012,-0.021583,17,13479
14526,199101,-0.128824,14.75,13479
14526,199102,0.186441,17.5,13479
14526,199103,-0.114286,15.5,13477
14526,199104,0.008065,15.625,13477
14526,199105,-0.15584,13.125,13477
14526,199106,0.057143,13.875,13477
14526,199107,-0.027027,13.5,13477
14526,199108,0.041852,14,13494
14526,199109,-0.053571,13.25,13494
14526,199110,-0.051698,12.5,13494
14526,199111,-0.14,10.75,13493
14526,199112,0.162791,12.5,13493
14526,199201,-0.0448,11.875,13493
14526,199202,0.031579,12.25,13461
14526,199203,-0.040816,11.75,13461
14526,199204,-0.085106,10.75,13461
14526,199205,0.006047,10.75,13574
14526,199206,-0.162791,9,13574
14526,199207,0,9,13574
14526,199208,0.146111,10.25,13177
14526,199209,0.073171,11,13177
14526,199210,0.029091,11.25,13177
14526,199211,-0.022222,11,13177
14526,199212,0,11,13177
14526,199301,0.029091,11.25,13177
14526,199302,0.033333,11.625,13177
14526,199303,0.010753,11.75,13177
14526,199304,0.042553,12.25,13177
14526,199305,-0.014694,12,13177
14526,199306,0,12,13177
14526,199307,0.072917,12.875,13177
14526,199308,-0.101359,11.5,13225
14526,199309,0.108696,12.75,13225
14526,199310,0.084314,13.75,13225
14526,199311,0.018182,14,13215
14526,199312,0.142857,16,13215
14526,199401,-0.026563,15.5,13215
14526,199402,-0.016129,15.25,13312
14526,199403,-0.081967,14,13312
14526,199404,-0.0625,13.125,13312
14526,199405,-0.099048,11.75,13314
14526,199406,0.148936,13.5,13314
14526,199407,0.074074,14.5,13314
14526,199408,0.039655,15,13417
14526,199409,0.1,16.5,13417
14526,199410,0.065455,17.5,13417
14526,199411,0.05,18.375,13437
14526,199412,-0.061224,17.25,13437
14526,199501,-0.067826,16,13437
14526,199502,0.070313,17.125,13443
14526,199503,0.051095,18,13443
14526,199504,-0.041667,17.25,13443
14526,199505,-0.006232,17.0625,13443
14526,199506,0.040293,17.75,13472
14526,199507,-0.024648,17.3125,13472
14526,199508,-0.085632,15.75,13472
14526,199509,-0.047619,15,13488
14526,199510,0.005667,15,13488
14526,199511,-0.016667,14.75,13488
14526,199512,0.152542,17,13505
14526,199601,0.034412,17.5,13505
14526,199602,0.117857,19.5625,13505
14526,199603,0.111821,21.75,13517
14526,199604,0.206897,26.25,13517
14526,199605,0.022286,26.75,13664
14526,199606,0.280374,34.25,13664
14526,199607,-0.051095,32.5,13664
14526,199608,0.056462,34.25,13660
14526,199609,0.021898,35,13660
14526,199610,0.102571,38.5,13660
14526,199611,0.149351,44.25,13683
14526,199612,-0.101695,39.75,13683
14526,199701,-0.04805,37.75,13683
14526,199702,0.05298,19.875,27882
14526,199703,-0.006289,19.75,27882
14526,199704,-0.240506,15,27882
14526,199705,0.236333,18.5,27982
14526,199706,0.162162,21.5,27982
14526,199707,-0.005814,21.375,27982
14526,199708,0.025497,21.875,27818
14526,199709,0.12,24.5,27818
14526,199710,-0.023469,23.875,27818
14526,199711,-0.073298,22.125,27897
14526,199712,-0.463277,11.875,27897
14526,199801,-0.001053,11.8125,27897
14526,199802,0.095238,12.9375,27511
14526,199803,0.024155,13.25,27511
14526,199804,0.09434,14.5,27511
14526,199805,-0.035345,13.9375,27621
14526,199806,0.098655,15.3125,27621
14526,199807,-0.153061,12.96875,27621
14526,199808,-0.215422,10.125,27649
14526,199809,0.209877,12.25,27649
14526,199810,-0.138571,10.5,27649
14526,199811,0.178571,12.375,27642
14526,199812,-0.090909,11.25,27642
14526,199901,-0.078667,10.3125,27642
14526,199902,-0.151515,8.75,27760
14526,199903,0.357143,11.875,27760
14526,199904,0.036,12.25,27760
14526,199905,-0.02551,11.9375,27760
14526,199906,0.125654,13.4375,27760
14526,199907,-0.265116,9.875,27760
14526,199908,-0.15924,8.25,27796
14526,199909,-0.147727,7.03125,27796
14526,199910,-0.094756,6.3125,27796
14526,199911,-0.039604,6.0625,27749
14526,199912,-0.164948,5.0625,27749
14526,200001,-0.076049,4.625,27749
14526,200002,0,4.625,27743
14526,200003,-0.141892,3.96875,27743
14526,200004,-0.089134,3.5625,27844
14526,200005,0.157895,4.125,27844
14526,200006,-0.143939,3.53125,27829
14526,200007,0.20354,4.25,27829
14526,200008,0.056471,4.4375,27829
14526,200009,0.28169,5.6875,27821
14526,200010,-0.067692,5.25,27821
14526,200011,-0.089286,4.78125,27821
14526,200012,0.124183,5.375,27821
14526,200101,0.27907,6.875,27821
14526,200102,0.248545,8.53125,27821
14526,200103,-0.164835,7.125,27825
14526,200104,0.198947,8.49,28214
14526,200105,0.242638,10.55,28214
14526,200106,0.183886,12.49,28233
14526,200107,0.182546,14.77,28233
14526,200108,-0.313304,10.09,28261
14526,200109,0.278493,12.9,28261
14526,200110,0.086434,13.96,28261
14526,200111,0.106734,15.45,28276
14526,200112,0.023948,15.82,28321
14526,200201,-0.06732,14.7,28321
14526,200202,-0.234694,11.25,28321
14526,200203,0.084444,12.2,28334
14526,200204,0.131557,13.75,28340
14526,200205,0.014545,13.95,28536
14526,200206,0.029391,14.36,28462
14526,200207,-0.176184,11.83,28462
14526,200208,0.018174,11.99,27748
14526,200209,-0.087573,10.94,27658
14526,200210,0.086609,11.83,27658
14526,200211,-0.21809,9.25,27552
14526,200212,-0.032324,8.951,27552
14526,200301,0.043179,9.28,27552
14526,200302,-0.119612,8.17,27203
14526,200303,0.006242,8.221,27194
14526,200304,0.264749,10.34,27458
14526,200305,0.015474,10.5,27450
14526,200306,-0.153333,8.89,27464
14526,200307,0.151856,10.24,27464
14526,200308,0.11499,11.36,27460
14526,200309,-0.089789,10.34,27517
14526,200310,0.025145,10.54,27517
14526,200311,0.122391,11.83,27511
14526,200312,-0.040575,11.35,27526
14526,200401,0.038766,11.73,27526
14526,200402,0.065644,12.5,27358
14526,200403,-0.0152,12.31,27358
14526,200404,-0.095045,11.14,27454
14526,200405,-0.100539,9.96,27392
14526,200406,0.044177,10.4,27376
14526,200407,0.011539,10.52,27376
14526,200408,0.076996,11.27,27248
14526,200409,0.147294,12.93,27309
14526,200410,-0.004447,12.81,27309
14526,200411,0.138173,14.58,27354
14526,200412,-0.080247,13.41,27359
14526,200501,-0.002983,13.37,27359
14526,200502,0.051047,13.99,27369
14526,200503,0.020729,14.28,27369
14526,200504,-0.093662,12.88,27801
14526,200505,0.08618,13.99,27801
14526,200506,0.098642,15.37,27801
14526,200507,0.032694,15.81,27801
14526,200508,0.015813,16.06,27869
14526,200509,0.064757,17.1,27883
14526,200510,-0.042105,16.38,27883
14526,200511,-0.051587,15.47,27767
14526,200512,0.048481,16.22,27818
14526,200601,0.138101,18.46,27818
14526,200602,-0.059859,17.29,27857
14526,200603,-0.023713,16.88,27857
14526,200604,-0.038507,16.23,27973
14526,200605,-0.071781,15,28142
14526,200606,-0.02,14.7,28190
14526,200607,-0.018027,14.37,28184
14526,200608,0.044537,15.01,28184
14526,200609,0.013324,15.21,28214
14526,200610,0.062295,16.09,28229
14526,200611,0.065879,17.15,28229
14526,200612,0.125948,19.31,28299
14526,200701,-0.0145,19.03,28363
14526,200702,0.106017,20.98,28363
14526,200703,-0.044805,20.04,28550
14526,200704,0.201597,24.08,28618
14526,200705,0.025228,24.62,28791
14526,200706,0.129976,27.82,28904
14526,200707,-0.071621,25.76,28903
14526,200708,-0.022904,25.17,29092
14526,200709,0.030592,25.94,29092
14526,200710,-0.090054,23.53,29109
14526,200711,-0.055674,22.22,29114
14526,200712,-0.229973,17.11,29114
14526,200801,0.019871,17.45,29115
14526,200802,-0.113811,15.39,28745
14526,200803,0.00065,15.4,28745
14526,200804,0.448701,22.31,28745
14526,200805,0.067414,23.74,28784
14526,200806,-0.319292,16.16,28784
14526,200807,0.073886,17.28,28794
14526,200808,0.157407,20,28513
14526,200809,-0.2485,15.03,28513
14526,200810,-0.338556,9.86,28510
14526,200811,-0.208925,7.8,27834
14526,200812,0.328205,10.36,27834
14526,200901,-0.010618,10.25,27836
14526,200902,-0.068146,9.47,27781
14526,200903,0.159451,10.98,27781
14526,200904,0.220401,13.4,27781
14526,200905,-0.074515,12.32,27905
14526,200906,-0.003247,12.28,27905
14526,200907,0.193933,14.58,27908
14526,200908,-0.09465,13.2,27953
14526,200909,0.137879,15.02,27953
14526,200910,-0.113083,13.24,27975
14526,200911,0.033988,13.69,27983
14526,200912,0.022644,14,27983
14593,198401,0.015385,24.75,59410
14593,198402,0.060606,26.25,59410
14593,198403,-0.057143,24.75,59847
14593,198404,0.267677,31.375,59847
14593,198405,-0.063745,29.375,59847
14593,198406,-0.097872,26.5,60117
14593,198407,-0.037736,25.5,60117
14593,198408,0.039216,26.5,60117
14593,198409,-0.051887,25.125,60535
14593,198410,-0.00995,24.875,60535
14593,198411,-0.005025,24.75,60535
14593,198412,0.176768,29.125,60724
14593,198501,-0.004292,29,60724
14593,198502,-0.146552,24.75,60724
14593,198503,-0.106061,22.125,61517
14593,198504,-0.039548,21.25,61517
14593,198505,-0.182353,17.375,61517
14593,198506,0.035971,18,61620
14593,198507,-0.118056,15.875,61620
14593,198508,-0.055118,15,61620
